order_id,order_date,customer_id,customer_name,city,country,product_id,product_name,category,quantity,unit_price
148,2024-03-27,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,5,717.36
149,2024-05-04,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,1,397.41
150,2024-08-13,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,7,750.33
151,2023-11-08,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,3,1221.43
152,2024-03-02,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,2,848.16
153,2024-01-25,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,4,1169.15
154,2024-03-15,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,5,1293.75
155,2023-04-12,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,1,924.21
156,2023-06-10,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,5,999.13
157,2024-02-23,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,2,255.89
158,2023-08-26,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,8,454.61
159,2023-08-28,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,8,129.99
160,2024-07-11,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,4,652.08
161,2023-03-15,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,5,1244.28
162,2024-08-05,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,5,902.69
163,2023-11-08,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,2,716.33
164,2024-09-04,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,8,670.69
165,2023-01-27,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,6,915.48
166,2024-11-19,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,1,1499.37
167,2023-06-29,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,1,1150.59
168,2023-07-05,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,8,1376.21
169,2024-04-26,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,8,1454.36
170,2023-04-18,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,6,498.56
171,2023-10-23,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,7,1048.17
172,2023-11-19,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,1,695.87
173,2024-02-18,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,2,1456.02
174,2023-07-12,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,8,634.54
175,2023-02-22,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,8,947.48
176,2024-03-24,C002,John Miller,Hamburg,Germany,P003,Office Chair,Furniture,3,1393.32
177,2024-09-15,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,1,1460.39
178,2024-07-19,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,5,837.49
179,2023-04-27,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,4,1488.58
180,2023-10-26,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,3,760.1
181,2024-04-28,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,7,1256.22
182,2024-09-05,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,3,590.79
183,2024-02-29,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,2,432.46
184,2023-10-17,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,5,1235.31
185,2024-04-02,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,8,1301.26
186,2024-07-10,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,6,515.35
187,2024-12-15,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,6,1307.66
188,2024-02-25,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,7,369.5
189,2024-01-26,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,8,1065.21
190,2023-05-10,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,8,1448.12
191,2024-03-26,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,6,1307.81
192,2023-05-28,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,8,47.64
193,2023-09-29,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,2,717.5
194,2023-12-03,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,7,983.51
195,2024-05-14,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,6,949.53
196,2024-12-01,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,2,371.29
197,2023-04-11,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,2,665.11
198,2023-01-30,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,3,1048.65
199,2024-01-19,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,1,457.72
200,2024-08-02,C004,Liam Dupont,Paris,France,P002,Wireless Mouse,Accessories,4,808.47
201,2024-01-27,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,3,141.48
202,2023-05-27,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,8,1371.42
203,2024-11-13,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,5,702.87
204,2023-06-11,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,5,1024.48
205,2023-11-03,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,6,1481.79
206,2023-07-23,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,8,1271.82
207,2024-08-08,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,2,374.88
208,2023-10-30,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,5,1489.22
209,2024-12-03,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,5,36.94
210,2023-10-21,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,8,1253.44
211,2023-07-14,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,6,348.03
212,2024-10-04,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,3,951.67
213,2024-01-09,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,8,74.21
214,2024-03-01,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,5,506.91
215,2024-01-10,C002,John Miller,Hamburg,Germany,P002,Wireless Mouse,Accessories,3,1185.11
216,2023-09-21,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,5,1249.95
217,2024-04-24,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,6,1211.24
218,2024-11-21,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,4,1293.71
219,2024-02-09,C004,Liam Dupont,Paris,France,P005,4K Monitor,Electronics,6,158.2
220,2024-11-19,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,2,695.81
221,2024-01-16,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,7,1238.07
222,2024-07-28,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,8,61.91
223,2024-10-12,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,4,980.29
224,2023-02-16,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,7,197.1
225,2023-08-29,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,8,196.28
226,2024-11-17,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,7,694.12
227,2024-11-01,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,3,1330.99
228,2023-10-14,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,7,1410.1
229,2023-08-30,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,4,678.99
230,2024-10-22,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,6,828.09
231,2023-05-06,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,7,431.93
232,2024-09-03,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,4,971.51
233,2023-05-09,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,6,384.26
234,2024-07-21,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,2,1248.98
235,2023-08-27,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,4,1224.25
236,2023-05-29,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,1,433.98
237,2023-04-23,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,5,1202.81
238,2023-09-01,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,1,553.41
239,2023-02-23,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,1,282.01
240,2024-05-02,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,2,1124.86
241,2023-08-15,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,2,691.71
242,2023-02-01,C005,Maya Chen,Amsterdam,Netherlands,P001,Laptop Pro 14,Electronics,5,700.61
243,2023-04-21,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,7,653.75
244,2023-11-26,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,2,1351.42
245,2024-10-01,C005,Maya Chen,Amsterdam,Netherlands,P002,Wireless Mouse,Accessories,2,211.13
246,2024-09-03,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,6,586.83
247,2024-03-16,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,8,770.69
248,2023-08-22,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,4,659.35
249,2023-04-08,C004,Liam Dupont,Paris,France,P003,Office Chair,Furniture,8,613.13
250,2024-01-19,C003,Sofia Rossi,Milan,Italy,P004,Standing Desk,Furniture,6,1006.03
251,2023-03-29,C002,John Miller,Hamburg,Germany,P004,Standing Desk,Furniture,2,159.56
252,2024-01-17,C001,Anna Schmidt,Berlin,Germany,P004,Standing Desk,Furniture,2,1123.27
253,2024-07-29,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,1,890.04
254,2024-11-12,C005,Maya Chen,Amsterdam,Netherlands,P003,Office Chair,Furniture,2,630.94
255,2023-12-27,C004,Liam Dupont,Paris,France,P001,Laptop Pro 14,Electronics,5,910.6
256,2024-05-08,C001,Anna Schmidt,Berlin,Germany,P005,4K Monitor,Electronics,4,253.23
257,2024-01-12,C002,John Miller,Hamburg,Germany,P001,Laptop Pro 14,Electronics,6,1271.93
258,2024-07-28,C001,Anna Schmidt,Berlin,Germany,P003,Office Chair,Furniture,4,1215.65
259,2024-11-04,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,1,923.27
260,2023-11-13,C003,Sofia Rossi,Milan,Italy,P001,Laptop Pro 14,Electronics,3,428.07
261,2023-05-27,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,1,292.57
262,2024-10-10,C005,Maya Chen,Amsterdam,Netherlands,P004,Standing Desk,Furniture,2,234.27
263,2024-04-09,C001,Anna Schmidt,Berlin,Germany,P001,Laptop Pro 14,Electronics,4,579.89
264,2023-11-29,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,6,484.67
265,2023-06-09,C005,Maya Chen,Amsterdam,Netherlands,P005,4K Monitor,Electronics,2,1327.93
266,2023-10-06,C002,John Miller,Hamburg,Germany,P005,4K Monitor,Electronics,1,1019.1
267,2024-02-29,C004,Liam Dupont,Paris,France,P004,Standing Desk,Furniture,8,920.44
268,2023-04-24,C003,Sofia Rossi,Milan,Italy,P002,Wireless Mouse,Accessories,2,534.13
269,2023-11-12,C003,Sofia Rossi,Milan,Italy,P005,4K Monitor,Electronics,8,802.23
270,2023-02-26,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,7,1477.06
271,2023-05-21,C001,Anna Schmidt,Berlin,Germany,P002,Wireless Mouse,Accessories,5,1419.35
272,2024-05-24,C003,Sofia Rossi,Milan,Italy,P003,Office Chair,Furniture,6,201.98
